rank,gid,role,priority_score,why
33,100000002241986100,distributor,0.985765,Sends to 6 receivers; observed outgoing flow exceeds incoming flow.
34,100000001857829100,distributor,0.98532,Sends to 16 receivers; observed outgoing flow exceeds incoming flow.
35,100000001162560100,distributor,0.984875,Sends to 12 receivers; observed outgoing flow exceeds incoming flow.
36,100000004603109100,consolidator,0.984431,Receives from 3 senders; observed incoming flow exceeds outgoing flow.
37,100000008461532100,distributor,0.983986,Sends to 8 receivers; observed outgoing flow exceeds incoming flow.
38,100000008637537100,distributor,0.983541,Sends to 3 receivers; observed outgoing flow exceeds incoming flow.
39,100000003242289100,distributor,0.983096,Sends to 23 receivers; observed outgoing flow exceeds incoming flow.
40,100000008742053100,distributor,0.982651,Sends to 12 receivers; observed outgoing flow exceeds incoming flow.
41,100000000594783100,peripheral,0.982206,No required role rule matched from the observed graph structure.
42,100000004156082100,distributor,0.981762,Sends to 26 receivers; observed outgoing flow exceeds incoming flow.
43,100000003115284100,consolidator,0.981317,Receives from 8 senders; observed incoming flow exceeds outgoing flow.
44,100000007055802100,consolidator,0.980872,Receives from 6 senders; observed incoming flow exceeds outgoing flow.
45,100000004906181100,distributor,0.980427,Sends to 7 receivers; observed outgoing flow exceeds incoming flow.
46,100000002605308100,consolidator,0.979982,Receives from 3 senders; observed incoming flow exceeds outgoing flow.
47,100000000552584100,peripheral,0.979537,No required role rule matched from the observed graph structure.
48,100000004717647100,distributor,0.979093,Sends to 5 receivers; observed outgoing flow exceeds incoming flow.
49,100000001330685100,consolidator,0.978648,Receives from 3 senders; observed incoming flow exceeds outgoing flow.
50,100000003854444100,distributor,0.978203,Sends to 14 receivers; observed outgoing flow exceeds incoming flow.
51,100000002718366100,consolidator,0.977758,Receives from 6 senders; observed incoming flow exceeds outgoing flow.
52,100000004722765100,distributor,0.977313,Sends to 3 receivers; observed outgoing flow exceeds incoming flow.
53,100000008165763100,distributor,0.976868,Sends to 17 receivers; observed outgoing flow exceeds incoming flow.
54,100000000673868100,peripheral,0.976423,No required role rule matched from the observed graph structure.
55,100000001530983100,distributor,0.975979,Sends to 11 receivers; observed outgoing flow exceeds incoming flow.
56,100000005498992100,distributor,0.975534,Sends to 16 receivers; observed outgoing flow exceeds incoming flow.
57,100000008686313100,consolidator,0.975089,Receives from 6 senders; observed incoming flow exceeds outgoing flow.
58,100000004135268100,consolidator,0.974644,Receives from 2 senders; observed incoming flow exceeds outgoing flow.
59,100000005075949100,peripheral,0.974199,"No outgoing edge, but depth 4 is the graph boundary; terminal status is unknown."
60,100000008547844100,distributor,0.973754,Sends to 19 receivers; observed outgoing flow exceeds incoming flow.
61,100000004299488100,consolidator,0.97331,Receives from 6 senders; observed incoming flow exceeds outgoing flow.
62,100000001887715100,consolidator,0.972865,Receives from 3 senders; observed incoming flow exceeds outgoing flow.
63,100000008512827100,distributor,0.97242,Sends to 10 receivers; observed outgoing flow exceeds incoming flow.
64,100000005820746100,peripheral,0.971975,No required role rule matched from the observed graph structure.
65,100000002849158100,peripheral,0.97153,No required role rule matched from the observed graph structure.
66,100000008710843100,distributor,0.971085,Sends to 13 receivers; observed outgoing flow exceeds incoming flow.
67,100000001053894100,peripheral,0.970641,"No outgoing edge, but depth 4 is the graph boundary; terminal status is unknown."
68,100000008743913100,distributor,0.970196,Sends to 13 receivers; observed outgoing flow exceeds incoming flow.
69,100000001937767100,distributor,0.969751,Sends to 4 receivers; observed outgoing flow exceeds incoming flow.
70,100000008466579100,distributor,0.969306,Sends to 17 receivers; observed outgoing flow exceeds incoming flow.
71,100000008545727100,distributor,0.968861,Sends to 6 receivers; observed outgoing flow exceeds incoming flow.
72,100000008465789100,distributor,0.968416,Sends to 16 receivers; observed outgoing flow exceeds incoming flow.
73,100000001317336100,peripheral,0.967972,No required role rule matched from the observed graph structure.
74,100000008304139100,distributor,0.967527,Sends to 24 receivers; observed outgoing flow exceeds incoming flow.
75,100000003701161100,consolidator,0.967082,Receives from 4 senders; observed incoming flow exceeds outgoing flow.
76,100000006889963100,consolidator,0.966637,Receives from 4 senders; observed incoming flow exceeds outgoing flow.
77,100000006579678100,distributor,0.966192,Sends to 6 receivers; observed outgoing flow exceeds incoming flow.
78,100000008748408100,distributor,0.965747,Sends to 21 receivers; observed outgoing flow exceeds incoming flow.
79,100000004221668100,consolidator,0.965302,Receives from 4 senders; observed incoming flow exceeds outgoing flow.
80,100000008175078100,peripheral,0.964858,"No outgoing edge, but depth 4 is the graph boundary; terminal status is unknown."
81,100000008517061100,peripheral,0.964413,"No outgoing edge, but depth 4 is the graph boundary; terminal status is unknown."
82,100000007629096100,consolidator,0.963968,Receives from 4 senders; observed incoming flow exceeds outgoing flow.
83,100000004351795100,distributor,0.963523,Sends to 14 receivers; observed outgoing flow exceeds incoming flow.
84,100000007982728100,distributor,0.963078,Sends to 8 receivers; observed outgoing flow exceeds incoming flow.
85,100000005910114100,distributor,0.962633,Sends to 19 receivers; observed outgoing flow exceeds incoming flow.
86,100000004479404100,consolidator,0.962189,Receives from 2 senders; observed incoming flow exceeds outgoing flow.
87,100000008571433100,peripheral,0.961744,No required role rule matched from the observed graph structure.
88,100000007392365100,distributor,0.961299,Sends to 6 receivers; observed outgoing flow exceeds incoming flow.
89,100000000791285100,peripheral,0.960854,No required role rule matched from the observed graph structure.
90,100000001282143100,consolidator,0.960409,Receives from 5 senders; observed incoming flow exceeds outgoing flow.
91,100000008512552100,distributor,0.959964,Sends to 6 receivers; observed outgoing flow exceeds incoming flow.
92,100000002175422100,distributor,0.95952,Sends to 6 receivers; observed outgoing flow exceeds incoming flow.
93,100000001072022100,consolidator,0.959075,Receives from 3 senders; observed incoming flow exceeds outgoing flow.
94,100000001052945100,distributor,0.95863,Sends to 3 receivers; observed outgoing flow exceeds incoming flow.
95,100000003457710100,peripheral,0.958185,No required role rule matched from the observed graph structure.
96,100000008758168100,distributor,0.95774,Sends to 5 receivers; observed outgoing flow exceeds incoming flow.
97,100000001697501100,distributor,0.957295,Sends to 38 receivers; observed outgoing flow exceeds incoming flow.
98,100000008517538100,distributor,0.956851,Sends to 17 receivers; observed outgoing flow exceeds incoming flow.
99,100000008258458100,peripheral,0.956406,No required role rule matched from the observed graph structure.
100,100000001131403100,peripheral,0.955961,"No outgoing edge, but depth 4 is the graph boundary; terminal status is unknown."
